Queens Rolling Sales File.  All Sales From February 2016 - January 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/26/2016,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"220-80 75TH AVENUE, 178A1", ,11364,0,0,0,0,0,1952,2,C6," $220,000 ",2/18/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"76-28 SPRINGFIELD BOULEVAR, 145A2", ,11364,0,0,0,0,0,1952,2,C6," $223,000 ",4/29/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"76-08 SPRINGFIELD BOULEVAR, 155A2", ,11364,0,0,0,0,0,1952,2,C6," $229,000 ",3/29/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"220-40 75TH AVENUE, 198A2", ,11364,0,0,0,0,0,1952,2,C6," $217,761 ",5/12/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"220-28 75TH AVENUE, 204A1", ,11364,0,0,0,0,0,1952,2,C6," $225,000 ",6/20/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"219-24 75TH AVENUE, 249B1", ,11364,0,0,0,0,0,1952,2,C6," $244,388 ",6/30/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"21964 75TH AVENUE, 229A2", ,11364,0,0,0,0,0,1952,2,C6," $235,000 ",7/12/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"220-60 75TH AVENUE, 188A1", ,11364,0,0,0,0,0,1952,2,C6," $226,000 ",7/25/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"220-16 75TH AVENUE, 210A2", ,11364,0,0,0,0,0,1952,2,C6," $230,000 ",8/18/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"219-30 75TH AVENUE, 246B2", ,11364,0,0,0,0,0,1952,2,C6," $243,017 ",9/27/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"220-46 75TH AVENUE, 195A2", ,11364,0,0,0,0,0,1952,2,C6," $222,000 ",9/1/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7754,3, ,C6,"219-30 75TH AVENUE, 246B1", ,11364,0,0,0,0,0,1952,2,C6," $260,000 ",10/7/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-27 75TH AVENUE, 301A1", ,11364,0,0,0,0,0,1952,2,C6," $79,296 ",3/17/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-27 75TH AVENUE, 310A1", ,11364,0,0,0,0,0,1952,2,C6," $42,000 ",3/17/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-21 75TH AVENUE, 303A1", ,11364,0,0,0,0,0,1952,2,C6," $218,339 ",4/7/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"74-26 220TH STREET, 339B1", ,11364,0,0,0,0,0,1952,2,C6," $236,000 ",3/31/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-23 75 AVE, 202A1", ,11364,0,0,0,0,0,1952,2,C6," $218,339 ",4/7/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-34 74TH AVE, 322A1", ,11364,0,0,0,0,0,1952,2,C6," $223,000 ",5/10/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-02 74TH   AVENUE, 314B1", ,11364,0,0,0,0,0,1952,2,C6," $139,000 ",5/9/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-14 74TH AVENUE, 314-B", ,11364,0,0,0,0,0,1952,2,C6," $11,000 ",5/9/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-42 74TH AVENUE, 325A1", ,11364,0,0,0,0,0,1952,2,C6," $218,339 ",5/19/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"74-64 220TH STREET, 352B2", ,11364,0,0,0,0,0,1952,2,C6," $270,000 ",7/29/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"74-24 220TH STREET, 338A1", ,11364,0,0,0,0,0,1952,2,C6," $223,000 ",8/17/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-07 75TH AVENUE, 306A2", ,11364,0,0,0,0,0,1952,2,C6," $235,000 ",9/19/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"219-08 74TH AVENUE, LOWER", ,11364,0,0,0,0,0,1952,2,C6," $227,600 ",11/29/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7755,3, ,C6,"74-48 220TH STREET, 346A1", ,11364,0,0,0,0,0,1952,2,C6," $227,600 ",1/12/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7840,2, ,C6,"77-17 SPRINGFIELD BLVD, B", ,11364,0,0,0,0,0,1950,2,C6," $188,000 ",3/31/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7840,2, ,C6,"226-23 KINGSBURY AVENUE, B", ,11364,0,0,0,0,0,1950,2,C6," $172,000 ",6/30/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7840,2, ,C6,"226-07 KINGSBURY AVENUE, A", ,11364,0,0,0,0,0,1950,2,C6," $155,000 ",6/15/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7840,2, ,C6,"226-43 KINGSBURY AVENUE, A", ,11364,0,0,0,0,0,1950,2,C6," $279,000 ",8/3/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7840,2, ,C6,"226-01 KINGSBURY, A", ,11364,0,0,0,0,0,1950,2,C6," $275,000 ",8/22/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7840,2, ,C6,"224-19 KINGSBURY AVE, B", ,11364,0,0,0,0,0,1950,2,C6," $180,000 ",12/22/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"224-42 KINGSBURY AVENUE, A", ,11364,0,0,0,0,0,1950,2,C6," $174,000 ",3/29/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"78-42 226TH STREET, A", ,11364,0,0,0,0,0,1950,2,C6, $-   ,4/4/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"224-16 KINGSBURY AVE, LOWER", ,11364,0,0,0,0,0,1950,2,C6," $185,000 ",6/6/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"78-29 SPRINGFIELD BLVD, A", ,11364,0,0,0,0,0,1950,2,C6," $280,000 ",8/23/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"7822 226 STREET, A", ,11364,0,0,0,0,0,1950,2,C6," $180,000 ",12/12/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"78-18 226TH STREET, A", ,11364,0,0,0,0,0,1950,2,C6," $260,000 ",12/13/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7842,33, ,C6,"78-27 SPRINGFIELD BOULEVAR, B", ,11364,0,0,0,0,0,1950,2,C6," $205,000 ",1/12/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"78-07 226 ST, B", ,11364,0,0,0,0,0,1950,2,C6," $263,000 ",2/3/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"7808 CLOVERDALE BOULEVARD, A", ,11364,0,0,0,0,0,1950,2,C6," $175,500 ",3/21/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"226-14 KINGSBURY AVE, A", ,11364,0,0,0,0,0,1950,2,C6," $199,999 ",5/10/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"226-18 KINGSBURY AVENUE, B", ,11364,0,0,0,0,0,1950,2,C6," $272,500 ",6/8/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"226-65 UNION TURNPIKE, A", ,11364,0,0,0,0,0,1950,2,C6," $185,000 ",8/8/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"7826 CLOVERDALE BLVD., 2B", ,11364,0,0,0,0,0,1950,2,C6, $-   ,9/15/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"22601 UNION TURNPIKE, A", ,11364,0,0,0,0,0,1950,2,C6, $-   ,11/14/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7844,2, ,C6,"22661 UNION TURNPIKE, B", ,11364,0,0,0,0,0,1950,2,C6," $255,000 ",11/10/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7847,1, ,C6,"78-19 CLOVERDALE BOULEVARD, A", ,11364,0,0,0,0,0,1950,2,C6," $190,000 ",6/21/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7847,1, ,C6,"78-01 CLOVERDALE BOULEVARD, B", ,11364,0,0,0,0,0,1950,2,C6," $186,500 ",6/23/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7847,1, ,C6,"78-35 CLOVERDALE BOULEVARD, B", ,11364,0,0,0,0,0,1950,2,C6," $195,500 ",7/6/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7847,1, ,C6,"229-14 KINGSBURY AVENUE, 14A", ,11364,0,0,0,0,0,1950,2,C6," $186,000 ",9/12/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7847,1, ,C6,"78-37 CLOVERDALE BLVD, B", ,11364,0,0,0,0,0,1950,2,C6," $269,000 ",12/13/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7847,1, ,C6,"78-07 CLOVERDALE BLVD., B", ,11364,0,0,0,0,0,1950,2,C6," $210,000 ",1/9/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7848,1, ,C6,"230-12 KINGSBURY AVENUE, B", ,11364,0,0,0,0,0,1950,2,C6," $167,000 ",3/9/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7848,1, ,C6,"229-26 KINGSBURY AVENUE, B", ,11364,0,0,0,0,0,1950,2,C6," $280,000 ",11/8/2016
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7848,1, ,C6,"230-14 KINGSBURY AVE, A", ,11364,0,0,0,0,0,1950,2,C6," $180,000 ",1/4/2017
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-11 210TH STREET, 5M", ,11364,0,0,0,0,0,1952,2,D4," $152,000 ",2/2/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-05 75 AVENUE, 1-M", ,11364,0,0,0,0,0,1952,2,D4," $135,000 ",2/25/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-23 210TH STREET, 2C", ,11364,0,0,0,0,0,1952,2,D4," $157,800 ",3/10/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"211-02 73RD AVENUE, 6N", ,11364,0,0,0,0,0,1952,2,D4," $179,000 ",3/31/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-02 73RD AVENUE, 1D", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",3/21/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"211-02 73RD AVENUE, 3O", ,11364,0,0,0,0,0,1952,2,D4," $170,000 ",4/26/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"212-12 73RD AVE, 10/5E", ,11364,0,0,0,0,0,1952,2,D4," $277,000 ",5/25/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"212-04 73RD AVENUE, 5P", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",6/15/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"211-10 73RD AVENUE, 2G", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",5/9/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-01 75TH AVENUE, 3E", ,11364,0,0,0,0,0,1952,2,D4," $262,000 ",7/13/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"212-12 73RD AVENUE, 3A", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",7/20/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-02 73RD AVE, 6B", ,11364,0,0,0,0,0,1952,2,D4," $200,000 ",7/26/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-50 BELL BOULEVARD, 2D", ,11364,0,0,0,0,0,1952,2,D4," $179,000 ",7/26/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"211-02 73RD AVE, 4O", ,11364,0,0,0,0,0,1952,2,D4," $170,000 ",8/10/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-62 BELL BOULEVARD, 5L", ,11364,0,0,0,0,0,1952,2,D4," $202,800 ",9/16/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-23 210TH STREET, 5D", ,11364,0,0,0,0,0,1952,2,D4," $190,000 ",9/27/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-50 BELL BLVD., 2F", ,11364,0,0,0,0,0,1952,2,D4," $249,500 ",10/18/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"211-02 73RD AVENUE, 5M", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",10/19/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-05 75TH AVENUE, 2-O", ,11364,0,0,0,0,0,1952,2,D4," $177,500 ",11/2/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-08 73RD AVENUE, 2L", ,11364,0,0,0,0,0,1952,2,D4," $210,000 ",11/8/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-08 73RD AVENUE, 5M", ,11364,0,0,0,0,0,1952,2,D4," $169,000 ",12/9/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-02 73RD AVENUE, 4D", ,11364,0,0,0,0,0,1952,2,D4," $198,000 ",12/21/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-62 BELL BLVD., 4K", ,11364,0,0,0,0,0,1952,2,D4," $188,000 ",12/22/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"213-08 73RD AVENUE, 6-J", ,11364,0,0,0,0,0,1952,2,D4," $246,000 ",8/10/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2, ,D4,"73-11 210TH STREET, 1-L", ,11364,0,0,0,0,0,1952,2,D4," $193,000 ",1/31/2017
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"73-45 210TH STREET, 6D", ,11364,0,0,0,0,0,1952,2,D4," $175,000 ",2/25/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"73-55 210TH STREET, 3-O", ,11364,0,0,0,0,0,1952,2,D4," $170,000 ",3/17/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"211-01 75TH AVENUE, 5H", ,11364,0,0,0,0,0,1952,2,D4," $270,000 ",4/6/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"212-07 75TH AVENUE, 1-P", ,11364,0,0,0,0,0,1952,2,D4," $175,000 ",5/18/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"211-01 75TH AVENUE, 1L", ,11364,0,0,0,0,0,1952,2,D4," $175,000 ",6/29/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"211-05 75TH AVENUE, 2B", ,11364,0,0,0,0,0,1952,2,D4," $175,000 ",9/12/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"73-45 210TH STREET, 4C", ,11364,0,0,0,0,0,1952,2,D4," $158,000 ",9/29/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"212-03 75TH AVENUE, 2C", ,11364,0,0,0,0,0,1952,2,D4," $159,000 ",10/19/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"212-07 75TH AVENUE, 1-K", ,11364,0,0,0,0,0,1952,2,D4," $198,000 ",10/26/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"211-05 75TH AVENUE, 1C", ,11364,0,0,0,0,0,1952,2,D4," $157,000 ",11/18/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"211-01 75TH AVENUE, 4-O", ,11364,0,0,0,0,0,1952,2,D4," $181,500 ",12/22/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"211-01 75TH AVENUE, 3P", ,11364,0,0,0,0,0,1952,2,D4," $185,000 ",1/3/2017
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,150, ,D4,"212-07 75TH AVENUE, 5-O", ,11364,0,0,0,0,0,1952,2,D4," $190,000 ",1/18/2017
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-03 BELL BOULEVARD, 6O", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",5/3/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-03 BELL BOULEVARD, 1J", ,11364,0,0,0,0,0,1952,2,D4, $-   ,4/26/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-63 BELL BOULEVARD, 4K", ,11364,0,0,0,0,0,1952,2,D4," $173,000 ",5/24/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-63 BELL BOULEVARD, 4P", ,11364,0,0,0,0,0,1952,2,D4," $170,000 ",6/28/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-63 BELL BLVD., 5L", ,11364,0,0,0,0,0,1952,2,D4," $170,000 ",6/28/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-51 BELL BOULEVARD, 5B", ,11364,0,0,0,0,0,1952,2,D4," $170,000 ",7/25/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-51 BELL BOULEVARD, 5A", ,11364,0,0,0,0,0,1952,2,D4," $165,000 ",8/15/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-03 BELL BLVD., 2O", ,11364,0,0,0,0,0,1952,2,D4," $188,000 ",10/24/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-03 BELL BLVD., 1L", ,11364,0,0,0,0,0,1952,2,D4," $190,000 ",10/25/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-11 BELL BOULEVARD, 6E", ,11364,0,0,0,0,0,1952,2,D4," $280,000 ",10/27/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-11 BELL BOULEVARD, 1M", ,11364,0,0,0,0,0,1952,2,D4," $109,000 ",11/17/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-63 BELL BLVD., 1-L", ,11364,0,0,0,0,0,1952,2,D4," $177,000 ",12/13/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7738,1, ,D4,"73-03 BELL BLVD., 2L", ,11364,0,0,0,0,0,1952,2,D4," $186,000 ",12/7/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,75-25 210TH STREET, ,11364,270,0,270,371900,243396,1965,2,D4," $128,778 ",3/2/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"75-25 210TH STREET, 4K", ,11364,0,0,0,0,0,1965,2,D4," $128,778 ",3/2/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"211-02 75TH AVENUE, 4K", ,11364,0,0,0,0,0,1965,2,D4," $170,000 ",3/23/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"75-25 210 STREET, 2M", ,11364,0,0,0,0,0,1965,2,D4," $125,000 ",4/14/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"75-35 210 ST, 6F", ,11364,0,0,0,0,0,1965,2,D4," $270,000 ",5/19/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"7515 210TH STREET, 5A", ,11364,0,0,0,0,0,1965,2,D4," $168,500 ",8/11/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"75-35 210 STREET, 2E", ,11364,0,0,0,0,0,1965,2,D4," $260,000 ",8/11/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"211-06 75TH AVENUE, 4E", ,11364,0,0,0,0,0,1965,2,D4," $260,000 ",9/7/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"211-06 75TH AVE, 1E", ,11364,0,0,0,0,0,1965,2,D4," $282,000 ",9/20/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"211-02 75TH AVENUE, 6P", ,11364,0,0,0,0,0,1965,2,D4," $170,000 ",11/3/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,400, ,D4,"211-02 75TH AVE, 6N", ,11364,0,0,0,0,0,1965,2,D4," $193,000 ",12/20/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-08 BELL BOULEVARD, 3M", ,11364,0,0,0,0,0,1965,2,D4," $152,100 ",2/3/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-20 BELL BOULEVARD, 6A", ,11364,0,0,0,0,0,1965,2,D4," $175,000 ",2/24/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-36 BELL BLVD, 3C", ,11364,0,0,0,0,0,1965,2,D4," $320,000 ",2/18/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-40 BELL BOULEVARD, 1K", ,11364,0,0,0,0,0,1965,2,D4," $170,000 ",3/3/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"213-06 75TH AVENUE, 5N", ,11364,0,0,0,0,0,1965,2,D4," $170,000 ",3/30/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-36 BELL BOULEVARD, 3E", ,11364,0,0,0,0,0,1965,2,D4," $381,000 ",3/21/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-20 BELL BLVD, 4G", ,11364,0,0,0,0,0,1965,2,D4," $180,000 ",4/13/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"75-36 BELL BLVD, 3F", ,11364,0,0,0,0,0,1965,2,D4," $415,000 ",5/23/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"212-08 75TH AVENUE, 1G", ,11364,0,0,0,0,0,1965,2,D4," $171,500 ",6/2/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"212-08 75TH AVENUE, 4A", ,11364,0,0,0,0,0,1965,2,D4," $190,000 ",6/9/2016
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7748,500, ,D4,"212-08 75 AVE, 6G", ,11364,0,0,0,0,0,1965,2,D4," $181,000 ",6/7/2016
